"OCEAN","REGION","MAJOR_GROUP","ORDER","FAMILY","SPECIES"
"Atlantic","Atlantic, Northeast","CRUSTACEA","ANOMURA","LITHODIDAE","KCD"
"Pacific","Pacific, Eastern Central","CRUSTACEA","NATANTIA","SOLENOCERIDAE","SOK"
"Atlantic","Atlantic, Northeast","INVERTEBRATA AQUATICA","ECHINODERMATA","","ECH"
"Indian","Indian Ocean, Western","MOLLUSCA","GASTROPODA","BUCCINIDAE","YJS"
"Indian","Indian Ocean, Western","MOLLUSCA","BIVALVIA","SOLENIDAE","SOI"
"Indian","Indian Ocean, Western","INVERTEBRATA AQUATICA","SCYPHOZOA","CATOSTYLIDAE","JCD"
"Southern","Pacific, Antarctic","INVERTEBRATA AQUATICA","SCYPHOZOA","RHIZOSTOMIDAE","JEL"
"Indian","Indian Ocean, Western","PISCES","CLUPEIFORMES","CHIROCENTRIDAE","DOB"
"Pacific","Pacific, Eastern Central","PISCES","PLEURONECTIFORMES","PARALICHTHYIDAE","YLP"
"Pacific","Pacific, Eastern Central","MOLLUSCA","BIVALVIA","","CLX"
"Indian","Indian Ocean, Western","MOLLUSCA","GASTROPODA","HALIOTIDAE","ABX"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","KYPHOSIDAE","KYX"
"Atlantic","Atlantic, Northeast","MAMMALIA","MYSTICETI","BALAENOPTERIDAE","MIW"
"Pacific","Pacific, Eastern Central","INVERTEBRATA AQUATICA","POLYCHAETA","","WOR"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","CARANGIDAE","NXC"
"","Oceania - Inland waters","PISCES","PERCOIDEI","CICHLIDAE","TLM"
"","Oceania - Inland waters","PISCES","GOBIOIDEI","ELEOTRIDAE","FGB"
"","Oceania - Inland waters","PISCES","CLUPEIFORMES","","DCX"
"","Oceania - Inland waters","PISCES","PERCOIDEI","CENTROPOMIDAE","GIP"
"Pacific","Pacific, Southeast","PISCES","ATHERINIFORMES","ATHERINIDAE","SIL"
"Pacific","Pacific, Southeast","PISCES","PERCOIDEI","SERRANIDAE","GPX"
"Pacific","Pacific, Southeast","PISCES","SCOMBROIDEI","GEMPYLIDAE","OIL"
"Pacific","Pacific, Southeast","PISCES","PERCOIDEI","CARANGIDAE","POX"
"","Asia - Inland waters","PISCES","GONORYNCHIFORMES","CHANIDAE","MIL"
"","Oceania - Inland waters","PISCES","SILURIFORMES","ARIIDAE","CAX"
"Indian","Indian Ocean, Western","PISCES","CLUPEIFORMES","CLUPEIDAE","SAG"
"Pacific","Pacific, Southeast","PISCES","PERCOIDEI","HAEMULIDAE","HNS"
"Pacific","Pacific, Southeast","PLANTAE AQUATICAE","PHAEOPHYCEAE","LESSONIACEAE","EOZ"
"Pacific","Pacific, Southeast","PLANTAE AQUATICAE","PHAEOPHYCEAE","LESSONIACEAE","MXY"
"Pacific","Pacific, Southeast","PLANTAE AQUATICAE","PLANTAE AQUATICAE MISCELLANEA","","SWX"
"Pacific","Pacific, Southeast","PISCES","LAMNIFORMES","ALOPIIDAE","ALV"
"","America, South - Inland waters","PISCES","SILURIFORMES","PIMELODIDAE","MXW"
"Pacific","Pacific, Southeast","PISCES","PERCOIDEI","SCIAENIDAE","DRU"
"Pacific","Pacific, Southeast","PISCES","PERCOIDEI","SCIAENIDAE","PDR"
"","Asia - Inland waters","PISCES","SILURIFORMES","ARIIDAE","CAX"
"Pacific","Pacific, Southeast","MOLLUSCA","CEPHALOPODA","LOLIGINIDAE","SQP"
"Atlantic","Atlantic, Southeast","PISCES","GADIFORMES","MERLUCCIIDAE","HKX"
"Pacific","Pacific, Southeast","PISCES","LAMPRIFORMES","LAMPRIDAE","LAG"
"Pacific","Pacific, Southeast","PISCES","PLEURONECTIFORMES","CYNOGLOSSIDAE","TOX"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","MENIDAE","MOO"
"Pacific","Pacific, Eastern Central","PISCES","SCORPAENIFORMES","SCORPAENIDAE","YRO"
"","Oceania - Inland waters","CRUSTACEA","NATANTIA","PALAEMONIDAE","PPF"
"","Asia - Inland waters","CRUSTACEA","BRACHYURA","PORTUNIDAE","SCD"
"Pacific","Pacific, Western Central","MOLLUSCA","BIVALVIA","VENERIDAE","NCL"
"","Oceania - Inland waters","CRUSTACEA","REPTANTIA","PARASTACIDAE","CJF"
"Pacific","Pacific, Western Central","PISCES","ANGUILLIFORMES","CONGRIDAE","COX"
"Atlantic","Atlantic, Northeast","PISCES","SCOMBROIDEI","GEMPYLIDAE","TEZ"
"","Oceania - Inland waters","AMPHIBIA, REPTILIA","CROCODILIA","CROCODYLIDAE","CNG"
"Atlantic","Atlantic, Northeast","PISCES","PETROMYZONTIFORMES","PETROMYZONTIDAE","LAS"
"Pacific","Pacific, Western Central","CRUSTACEA","STOMATOPODA","SQUILLIDAE","SQY"
"Pacific","Pacific, Western Central","MOLLUSCA","MOLLUSCA MISCELLANEA","","MSH"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CHARACIDAE","PYE"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CHARACIDAE","CSO"
"","America, South - Inland waters","PISCES","CHARACIFORMES","ANOSTOMIDAE","LXZ"
"","America, South - Inland waters","PISCES","SILURIFORMES","DORADIDAE","DPG"
"Atlantic","Atlantic, Northeast","PISCES","SILURIFORMES","SILURIDAE","SOM"
"Pacific","Pacific, Southeast","PISCES","RAJIFORMES","RHINOBATIDAE","GUF"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","AMBASSIDAE","AIB"
"Pacific","Pacific, Western Central","PISCES","GOBIOIDEI","GOBIIDAE","GPA"
"Pacific","Pacific, Western Central","MOLLUSCA","GASTROPODA","HALIOTIDAE","ABX"
"Pacific","Pacific, Western Central","MOLLUSCA","BIVALVIA","OSTREIDAE","CSI"
"Atlantic","Atlantic, Northeast","PISCES","GADIFORMES","GADIDAE","ENC"
"Pacific","Pacific, Western Central","PISCES","ACANTHUROIDEI","EPHIPPIDAE","BAT"
"","Asia - Inland waters","PISCES","ACANTHUROIDEI","SCATOPHAGIDAE","SCT"
"Pacific","Pacific, Western Central","PISCES","ACANTHUROIDEI","SCATOPHAGIDAE","SCT"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","SERRANIDAE","WSA"
"Atlantic","Atlantic, Northwest","PISCES","PERCOIDEI","SERRANIDAE","BAS"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","SCIAENIDAE","DRS"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","SCIAENIDAE","CDX"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","SPARIDAE","CTB"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","SPARIDAE","SHR"
"Pacific","Pacific, Eastern Central","PISCES","CLUPEIFORMES","CLUPEIDAE","HEP"
"Pacific","Pacific, Western Central","INVERTEBRATA AQUATICA","DEMOSPONGIAE","SPONGIIDAE","SPO"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","LABRIDAE","COU"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","LABRIDAE","WRA"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","SCARIDAE","PRR"
"Southern","Atlantic, Antarctic","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQA"
"Atlantic","Atlantic, Northeast","PISCES","GADIFORMES","GADIDAE","HKR"
"Atlantic","Atlantic, Eastern Central","PISCES","GADIFORMES","GADIDAE","HKW"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","MORONIDAE","BSE"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","APOGONIDAE","APO"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","SPARIDAE","DEL"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SCARIDAE","PRR"
"Atlantic","Atlantic, Northeast","PISCES","GADIFORMES","MERLUCCIIDAE","HKX"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","HAEMULIDAE","GBR"
"Atlantic","Atlantic, Northeast","PISCES","CLUPEIFORMES","","DCX"
"Indian","Indian Ocean, Western","PISCES","CLUPEIFORMES","CLUPEIDAE","PIA"
"Atlantic","Atlantic, Northeast","PISCES","TETRAODONTIFORMES","BALISTIDAE","TRI"
"Atlantic","Atlantic, Northeast","PISCES","BATRACHOIDIFORMES","BATRACHOIDIDAE","TFD"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","SPARIDAE","DEC"
"Atlantic","Atlantic, Southeast","CRUSTACEA","EUPHAUSIACEA","EUPHAUSIIDAE","KRI"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","SERRANIDAE","GPW"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","SPARIDAE","ANN"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","SERRANIDAE","GPW"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","SERRANIDAE","GPX"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","CENTRACANTHIDAE","EHI"
"Atlantic","Atlantic, Eastern Central","PISCES","GADIFORMES","GADIDAE","GFB"
"Atlantic","Atlantic, Northeast","PISCES","GADIFORMES","GADIDAE","FOX"
"Atlantic","Atlantic, Eastern Central","PISCES","PLEURONECTIFORMES","SCOPHTHALMIDAE","MEG"
"Atlantic","Atlantic, Northeast","PISCES","PLEURONECTIFORMES","SCOPHTHALMIDAE","LDB"
"Atlantic","Atlantic, Northwest","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","SPF"
"Atlantic","Atlantic, Northeast","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","SPF"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","SPARIDAE","SBP"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","CARANGIDAE","JAA"
"Atlantic","Atlantic, Eastern Central","PISCES","SCOMBROIDEI","GEMPYLIDAE","GEP"
"Atlantic","Atlantic, Eastern Central","PISCES","BERYCIFORMES","POLYMIXIIDAE","PXV"
"Atlantic","Atlantic, Northeast","PISCES","BERYCIFORMES","BERYCIDAE","BXD"
"Atlantic","Atlantic, Northeast","PISCES","ZEIFORMES","ZEIDAE","JOS"
"Atlantic","Atlantic, Eastern Central","PISCES","ZEIFORMES","ZEIDAE","JOS"
"Atlantic","Atlantic, Eastern Central","PISCES","LOPHIIFORMES","LOPHIIDAE","ANK"
"Atlantic","Atlantic, Eastern Central","PISCES","SCORPAENIFORMES","SCORPAENIDAE","RED"
"Atlantic","Atlantic, Northeast","PISCES","SCORPAENIFORMES","SCORPAENIDAE","RSE"
"Atlantic","Atlantic, Eastern Central","PISCES","SCORPAENIFORMES","SCORPAENIDAE","BRF"
"Atlantic","Atlantic, Northwest","PISCES","LOPHIIFORMES","LOPHIIDAE","MNZ"
"Atlantic","Atlantic, Northwest","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","BIL"
"Atlantic","Atlantic, Northwest","PISCES","MUGILIFORMES","MUGILIDAE","MUL"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","POLYPRIONIDAE","WRF"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","CARANGIDAE","HMY"
"Atlantic","Atlantic, Eastern Central","PISCES","BERYCIFORMES","BERYCIDAE","BXD"
"Atlantic","Atlantic, Northeast","PISCES","BERYCIFORMES","BERYCIDAE","BYS"
"Atlantic","Atlantic, Eastern Central","PISCES","BERYCIFORMES","BERYCIDAE","BYS"
"Atlantic","Atlantic, Northeast","PISCES","BERYCIFORMES","TRACHICHTHYIDAE","HPR"
"Atlantic","Atlantic, Northeast","PISCES","SCORPAENIFORMES","SCORPAENIDAE","POI"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","POLYPRIONIDAE","WRF"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","CEPOLIDAE","CBC"
"Atlantic","Atlantic, Eastern Central","PISCES","SCOMBROIDEI","TRICHIURIDAE","BSF"
"Atlantic","Atlantic, Eastern Central","PISCES","PLEURONECTIFORMES","SOLEIDAE","SOS"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","EPIGONIDAE","EPI"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","SERRANIDAE","GPD"
"Atlantic","Mediterranean and Black Sea","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","BIL"
"Atlantic","Atlantic, Southeast","PISCES","BERYCIFORMES","TRACHICHTHYIDAE","HPR"
"Atlantic","Atlantic, Southwest","PISCES","SCOMBROIDEI","GEMPYLIDAE","OIL"
"Atlantic","Atlantic, Northeast","PISCES","SCOMBROIDEI","TRICHIURIDAE","APH"
"Atlantic","Atlantic, Northeast","PISCES","STROMATEOIDEI, ANABANTOIDEI","CENTROLOPHIDAE","HDV"
"Atlantic","Atlantic, Southeast","PISCES","STROMATEOIDEI, ANABANTOIDEI","CENTROLOPHIDAE","SEY"
"Indian","Indian Ocean, Eastern","PISCES","SCOMBROIDEI","GEMPYLIDAE","OIL"
"Atlantic","Atlantic, Northeast","PISCES","BERYCIFORMES","TRACHICHTHYIDAE","TRC"
"Atlantic","Atlantic, Eastern Central","PISCES","BERYCIFORMES","TRACHICHTHYIDAE","TRC"
"Atlantic","Atlantic, Northeast","PISCES","PERCOIDEI","POMATOMIDAE","BLU"
"Atlantic","Atlantic, Eastern Central","PISCES","LOPHIIFORMES","LOPHIIDAE","MON"
"Atlantic","Atlantic, Northeast","PISCES","LOPHIIFORMES","LOPHIIDAE","ANK"
"Atlantic","Atlantic, Eastern Central","PISCES","SCOMBROIDEI","GEMPYLIDAE","PRP"
"Indian","Indian Ocean, Western","CRUSTACEA","NATANTIA","PENAEIDAE","PNI"
"Indian","Indian Ocean, Western","CRUSTACEA","NATANTIA","PENAEIDAE","MPN"
"Atlantic","Atlantic, Southeast","PISCES","SCOMBROIDEI","GEMPYLIDAE","LEC"
"Indian","Indian Ocean, Eastern","PISCES","SCOMBROIDEI","GEMPYLIDAE","LEC"
"Atlantic","Atlantic, Southwest","PISCES","LAMNIFORMES","LAMNIDAE","LMA"
"Atlantic","Atlantic, Northeast","PISCES","SQUALIFORMES","SQUATINIDAE","ASK"
"Atlantic","Atlantic, Northeast","PISCES","CARCHARHINIFORMES","TRIAKIDAE","SDS"
"Atlantic","Atlantic, Northeast","PISCES","SCOMBROIDEI","SCOMBRIDAE","BOP"
"Atlantic","Atlantic, Southeast","PISCES","SQUALIFORMES","SQUATINIDAE","ASK"
"Atlantic","Atlantic, Northeast","PISCES","SQUALIFORMES","OXYNOTIDAE","OXY"
"Atlantic","Atlantic, Northeast","PISCES","SQUALIFORMES","ECHINORHINIDAE","SHB"
"Atlantic","Atlantic, Eastern Central","PISCES","RAJIFORMES","RAJIDAE","RJC"
"Atlantic","Atlantic, Eastern Central","PISCES","RAJIFORMES","RAJIDAE","RJH"
"Atlantic","Mediterranean and Black Sea","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","SAI"
"Atlantic","Atlantic, Northeast","CRUSTACEA","NATANTIA","ARISTAEIDAE","SSH"
"Atlantic","Atlantic, Eastern Central","CRUSTACEA","NATANTIA","ARISTAEIDAE","ARS"
"Atlantic","Atlantic, Northeast","CRUSTACEA","NATANTIA","ARISTAEIDAE","ARA"
"Atlantic","Atlantic, Eastern Central","CRUSTACEA","NATANTIA","ARISTAEIDAE","ARA"
"Atlantic","Atlantic, Northeast","MOLLUSCA","GASTROPODA","MURICIDAE","MUE"
"Atlantic","Atlantic, Northeast","MOLLUSCA","BIVALVIA","SOLECURTIDAE","FRL"
"Atlantic","Atlantic, Northeast","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAZ"
"Indian","Indian Ocean, Western","PISCES","LAMNIFORMES","LAMNIDAE","POR"
"Atlantic","Atlantic, Southwest","PISCES","LAMNIFORMES","LAMNIDAE","WSH"
"Atlantic","Atlantic, Eastern Central","PISCES","CARCHARHINIFORMES","SCYLIORHINIDAE","SHO"
"Atlantic","Atlantic, Eastern Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","OCS"
"Atlantic","Atlantic, Northeast","CRUSTACEA","BRACHYURA","PORTUNIDAE","QPH"
"Atlantic","Atlantic, Northeast","PISCES","SCOMBROIDEI","SCOMBRIDAE","WAH"
"Atlantic","Atlantic, Southeast","PISCES","RAJIFORMES","RAJIDAE","JAI"
"Atlantic","Atlantic, Northeast","PISCES","STROMATEOIDEI, ANABANTOIDEI","STROMATEIDAE","BUX"
"Atlantic","Atlantic, Northeast","PISCES","BELONIFORMES","SCOMBERESOCIDAE","SAU"
"Atlantic","Mediterranean and Black Sea","CRUSTACEA","NATANTIA","PANDALIDAE","LKW"
"Atlantic","Atlantic, Southwest","PISCES","CARCHARHINIFORMES","TRIAKIDAE","SDV"
"Atlantic","Atlantic, Eastern Central","PISCES","LAMPRIFORMES","LAMPRIDAE","LAG"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","CORYPHAENIDAE","DOL"
"Indian","Indian Ocean, Western","MOLLUSCA","CEPHALOPODA","SEPIIDAE","CTC"
"Atlantic","Atlantic, Eastern Central","PISCES","SCOMBROIDEI","GEMPYLIDAE","OIL"
"Atlantic","Atlantic, Eastern Central","PISCES","CARCHARHINIFORMES","SCYLIORHINIDAE","SYT"
"Atlantic","Atlantic, Southeast","PISCES","CARCHARHINIFORMES","SCYLIORHINIDAE","SYX"
"Atlantic","Atlantic, Northeast","PISCES","RAJIFORMES","DASYATIDAE","STT"
"Atlantic","Atlantic, Northeast","PISCES","RAJIFORMES","GYMNURIDAE","RGL"
"Atlantic","Atlantic, Eastern Central","PISCES","SQUALIFORMES","SQUALIDAE","SYR"
"Atlantic","Atlantic, Northwest","PISCES","SQUALIFORMES","SQUALIDAE","SCK"
"Atlantic","Atlantic, Northeast","CRUSTACEA","THORACICA","POLLICIPEDIDAE","PCB"
"Atlantic","Atlantic, Northeast","MOLLUSCA","BIVALVIA","VENERIDAE","VNR"
"Atlantic","Atlantic, Northeast","PISCES","TRACHINOIDEI","URANOSCOPIDAE","UUC"
"Atlantic","Atlantic, Northeast","CRUSTACEA","NATANTIA","PENAEIDAE","TGS"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","CARANGIDAE","YTC"
"Atlantic","Atlantic, Southeast","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","RSK"
"Atlantic","Atlantic, Northeast","PISCES","SCOMBROIDEI","GEMPYLIDAE","LEC"
"Atlantic","Atlantic, Eastern Central","PISCES","SCOMBROIDEI","GEMPYLIDAE","LEC"
"Atlantic","Atlantic, Northeast","PISCES","CARCHARHINIFORMES","SPHYRNIDAE","SPZ"
"Atlantic","Atlantic, Southeast","PISCES","CARCHARHINIFORMES","SPHYRNIDAE","SPZ"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","SPARIDAE","SBX"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SERRANIDAE","EEY"
"Pacific","Pacific, Northwest","PISCES","SCORPAENIFORMES","PLATYCEPHALIDAE","FLI"
"Atlantic","Atlantic, Southeast","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","OFJ"
"Indian","Indian Ocean, Western","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","OFJ"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","LJU"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","LTJ"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","ASX"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","EEO"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","UPZ"
"Atlantic","Atlantic, Western Central","PISCES","PLEURONECTIFORMES","BOTHIDAE","LEF"
"Atlantic","Atlantic, Eastern Central","PISCES","LAMNIFORMES","PSEUDOCARCHARIIDAE","PSK"
"Atlantic","Atlantic, Northeast","PISCES","SQUALIFORMES","SQUALIDAE","CPL"
"Atlantic","Atlantic, Eastern Central","PISCES","SQUALIFORMES","SQUALIDAE","CPL"
"Indian","Indian Ocean, Eastern","PISCES","PLEURONECTIFORMES","BOTHIDAE","LEF"
"Pacific","Pacific, Western Central","PISCES","PLEURONECTIFORMES","BOTHIDAE","LEF"
"Atlantic","Atlantic, Eastern Central","PISCES","SQUALIFORMES","SQUALIDAE","DCA"
"Atlantic","Atlantic, Eastern Central","PISCES","SQUALIFORMES","SQUALIDAE","CYO"
"Pacific","Pacific, Eastern Central","PISCES","GADIFORMES","MACROURIDAE","RTX"
"Indian","Indian Ocean, Western","PISCES","TETRAODONTIFORMES","TETRAODONTIDAE","PUX"
"Atlantic","Atlantic, Northeast","CRUSTACEA","REPTANTIA","SCYLLARIDAE","YLL"
"Pacific","Pacific, Northwest","PISCES","PERCOIDEI","MULLIDAE","MUM"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","MULLIDAE","MUM"
"Pacific","Pacific, Western Central","PISCES","TETRAODONTIFORMES","TETRAODONTIDAE","PUX"
"Pacific","Pacific, Northwest","PISCES","PERCOIDEI","ACROPOMATIDAE","OEB"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","NGB"
"Indian","Indian Ocean, Eastern","PISCES","LAMNIFORMES","ALOPIIDAE","ALV"
"Atlantic","Atlantic, Northeast","PISCES","LAMNIFORMES","ALOPIIDAE","BTH"
"Atlantic","Mediterranean and Black Sea","PISCES","SQUALIFORMES","SQUALIDAE","CYO"
"Pacific","Pacific, Eastern Central","PISCES","PLEURONECTIFORMES","BOTHIDAE","LEF"
"Pacific","Pacific, Southwest","PISCES","PLEURONECTIFORMES","BOTHIDAE","LEF"
"Pacific","Pacific, Southeast","PISCES","PLEURONECTIFORMES","BOTHIDAE","LEF"
"Pacific","Pacific, Southwest","PISCES","PERCOIDEI","SERRANIDAE","GPX"
"Atlantic","Atlantic, Eastern Central","PISCES","SQUALIFORMES","SQUALIDAE","CYP"
"Pacific","Pacific, Eastern Central","PISCES","PLEURONECTIFORMES","CYNOGLOSSIDAE","TOX"
"Pacific","Pacific, Southwest","PISCES","PLEURONECTIFORMES","CYNOGLOSSIDAE","TOX"
"Atlantic","Atlantic, Northeast","MOLLUSCA","CEPHALOPODA","OCTOPODIDAE","EDT"
"Pacific","Pacific, Northwest","PISCES","TETRAODONTIFORMES","MONACANTHIDAE","FIL"
"Atlantic","Atlantic, Southeast","PISCES","LAMNIFORMES","ALOPIIDAE","BTH"
"Pacific","Pacific, Northwest","PISCES","PLEURONECTIFORMES","PLEURONECTIDAE","YFL"
"Atlantic","Atlantic, Southeast","PISCES","SQUALIFORMES","SQUALIDAE","DGS"
"Atlantic","Atlantic, Northwest","PISCES","SQUALIFORMES","SQUALIDAE","GUP"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","CARANGIDAE","TUM"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","CARANGIDAE","NGS"
"Southern","Pacific, Antarctic","PISCES","GADIFORMES","MACROURIDAE","MCH"
"Pacific","Pacific, Northwest","PISCES","MYXINIFORMES","MYXINIDAE","MYX"
"Southern","Pacific, Antarctic","PISCES","PERCOIDEI","NOTOTHENIIDAE","NOS"
"Atlantic","Atlantic, Northeast","MOLLUSCA","CEPHALOPODA","LOLIGINIDAE","SQF"
"Atlantic","Atlantic, Northwest","MOLLUSCA","CEPHALOPODA","LOLIGINIDAE","SQC"
"Atlantic","Atlantic, Eastern Central","PISCES","SQUALIFORMES","SQUALIDAE","GUP"
"Atlantic","Atlantic, Western Central","PISCES","PLEURONECTIFORMES","CYNOGLOSSIDAE","TOX"
"Pacific","Pacific, Southwest","PISCES","MYXINIFORMES","MYXINIDAE","MYX"
"Pacific","Pacific, Northwest","PISCES","AULOPIFORMES","SYNODONTIDAE","LIB"
"Indian","Indian Ocean, Western","PISCES","SQUALIFORMES","SQUALIDAE","GUP"
"Atlantic","Atlantic, Eastern Central","PISCES","SQUALIFORMES","SQUALIDAE","GUQ"
"Pacific","Pacific, Northwest","PISCES","GASTEROSTEIFORMES","HYPOPTYCHIDAE","KLA"
"Indian","Indian Ocean, Eastern","PISCES","ANGUILLIFORMES","CONGRIDAE","COX"
"Pacific","Pacific, Southeast","PISCES","ANGUILLIFORMES","CONGRIDAE","COX"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","NEMIPTERIDAE","NWS"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","HAEMULIDAE","GQT"
"Pacific","Pacific, Northwest","PISCES","CLUPEIFORMES","CLUPEIDAE","JSS"
"Pacific","Pacific, Southwest","PISCES","SCOMBROIDEI","TRICHIURIDAE","CUT"
"Southern","Pacific, Antarctic","PISCES","PERCOIDEI","CHANNICHTHYIDAE","CHW"
"Atlantic","Atlantic, Northwest","PISCES","PERCOIDEI","SCIAENIDAE","CDX"
"Atlantic","Atlantic, Southwest","PISCES","OPHIDIIFORMES","OPHIDIIDAE","CEX"
"Pacific","Pacific, Eastern Central","PISCES","OPHIDIIFORMES","OPHIDIIDAE","OPH"
"Pacific","Pacific, Northwest","PISCES","ANGUILLIFORMES","CONGRIDAE","ELS"
"Pacific","Pacific, Western Central","PISCES","SCORPAENIFORMES","SCORPAENIDAE","SCO"
"Atlantic","Atlantic, Southwest","PISCES","SCOMBROIDEI","TRICHIURIDAE","CUT"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","SCIAENIDAE","CBM"
"Pacific","Pacific, Northwest","PISCES","PERCOIDEI","SCIAENIDAE","HOC"
"Pacific","Pacific, Northwest","PISCES","SCORPAENIFORMES","LIPARIDAE","TZK"
"Pacific","Pacific, Northwest","PISCES","LOPHIIFORMES","LOPHIIDAE","ANF"
"Pacific","Pacific, Northwest","INVERTEBRATA AQUATICA","POLYCHAETA","","WOR"
"Southern","Atlantic, Antarctic","INVERTEBRATA AQUATICA","ANTHOZOA","","ATX"
"Pacific","Pacific, Northwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAA"
"Pacific","Pacific, Northwest","MOLLUSCA","BIVALVIA","MYTILIDAE","MUK"
"Pacific","Pacific, Northwest","PISCES","SQUALIFORMES","SQUALIDAE","DGX"
"Southern","Atlantic, Antarctic","CRUSTACEA","ANOMURA","LITHODIDAE","KCX"
"Pacific","Pacific, Northwest","MOLLUSCA","BIVALVIA","ARCIDAE","ARK"
"Pacific","Pacific, Northwest","CRUSTACEA","NATANTIA","PENAEIDAE","SHI"
"Southern","Pacific, Antarctic","INVERTEBRATA AQUATICA","ANTHOZOA","","NTW"
"Southern","Atlantic, Antarctic","INVERTEBRATA AQUATICA","DEMOSPONGIAE","SPONGIIDAE","SPO"
"","Africa - Inland waters","PISCES","GOBIOIDEI","GOBIIDAE","IYL"
"Southern","Atlantic, Antarctic","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQS"
"Southern","Pacific, Antarctic","PISCES","RAJIFORMES","RAJIDAE","BMU"
"Southern","Pacific, Antarctic","PISCES","RAJIFORMES","RAJIDAE","BYR"
"Pacific","Pacific, Northwest","MOLLUSCA","BIVALVIA","CARDIIDAE","COZ"
"Pacific","Pacific, Northeast","PISCES","BELONIFORMES","SCOMBERESOCIDAE","SAP"
"Pacific","Pacific, Eastern Central","PISCES","BELONIFORMES","SCOMBERESOCIDAE","SAP"
"Pacific","Pacific, Northwest","PLANTAE AQUATICAE","CHLOROPHYCEAE","CODIACEAE","KII"
"Pacific","Pacific, Northwest","PLANTAE AQUATICAE","CHLOROPHYCEAE","MONOSTROMATACEAE","MTN"
