"Year","MonthStart","Gear","Fleet","EffortUnits","QualityCode","Source","Region","Ocean","FAO_AREA_CODE","effort"
2017,5,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Western","Indian","51",158871
2017,5,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Eastern","Indian","57",4212
2017,6,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Western","Indian","51",121366.791666667
2017,6,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Eastern","Indian","57",1560
2017,7,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Western","Indian","51",190211.5
2017,7,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Eastern","Indian","57",21840
2017,8,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Western","Indian","51",172199.285714286
2017,8,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Eastern","Indian","57",1200
2017,9,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Western","Indian","51",54657.65
2017,9,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Eastern","Indian","57",1733.33333333333
2017,10,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Western","Indian","51",123512.88
2017,10,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Eastern","Indian","57",7304
2017,11,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Western","Indian","51",169216.25
2017,11,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Eastern","Indian","57",42910
2017,11,"FLL","TWN","HOOKS",2,"DD",NA,NA,NA,280859.5
2017,12,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Western","Indian","51",164479.736842105
2017,12,"FLL","TWN","HOOKS",2,"DD","Indian Ocean, Eastern","Indian","57",75141
2017,12,"FLL","TWN","HOOKS",2,"DD",NA,NA,NA,361688.5
1967,1,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",164200
1967,1,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",93600
1967,2,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",158050
1967,3,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",115100
1967,4,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",129250
1967,4,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",122850
1967,5,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",154900
1967,5,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",60950
1967,6,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",113060
1967,6,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",40800
1967,7,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",99740
1967,7,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",139911.111111111
1967,8,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",78040
1967,8,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",176010
1967,9,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",108425
1967,9,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",174990.909090909
1967,10,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",110522.222222222
1967,10,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",105162.5
1967,11,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",86000
1967,11,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",188563.636363636
1967,11,"LL","TWN","HOOKS",3,"LO","Pacific, Western Central","Pacific","71",138800
1967,12,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",32875
1967,12,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",99400
1968,1,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",99122.7272727273
1968,1,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",102633.333333333
1968,2,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",116991.666666667
1968,2,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",73960
1968,2,"LL","TWN","HOOKS",3,"RNRI","Atlantic, Southeast","Atlantic","47",30641
1968,3,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",140187.5
1968,3,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",47391.6666666667
1968,3,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,57400
1968,4,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",114051.724137931
1968,4,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",56408.3333333333
1968,4,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,111900
1968,5,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",107357.692307692
1968,5,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",55514.2857142857
1968,5,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,101200
1968,6,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",75643.3333333333
1968,6,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",52414.2857142857
1968,7,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",108665.384615385
1968,7,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",45144.4444444444
1968,7,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,10600
1968,8,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",83484.375
1968,8,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",50546.1538461538
1968,9,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",75632.4324324324
1968,9,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",49010
1968,9,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,32250
1968,9,"LL","TWN","HOOKS",3,"RNRI",NA,NA,NA,10954
1968,10,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",84133.3333333333
1968,10,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",59281.8181818182
1968,10,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,11800
1968,11,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",92900
1968,11,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",48044.4444444444
1968,11,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,218400
1968,12,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",66770.3703703704
1968,12,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",39816.6666666667
1968,12,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,37300
1969,1,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",154154.166666667
1969,1,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",71311.1111111111
1969,2,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",64766.6666666667
1969,2,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",86585.7142857143
1969,2,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,8100
1969,2,"LL","TWN","HOOKS",3,"LO","Pacific, Western Central","Pacific","71",7800
1969,3,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",76063.3333333333
1969,3,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",197657.142857143
1969,3,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,23433.3333333333
1969,3,"LL","TWN","HOOKS",3,"LO","Pacific, Western Central","Pacific","71",34650
1969,4,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",66614.2857142857
1969,4,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",136338.461538462
1969,4,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,26700
1969,5,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",93966.6666666667
1969,5,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",101636.842105263
1969,5,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,24800
1969,6,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",101690.476190476
1969,6,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",142870
1969,6,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,20250
1969,7,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",128411.111111111
1969,7,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",130545.454545455
1969,7,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,24800
1969,8,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",108590
1969,8,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",136380
1969,9,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",86197.1428571429
1969,9,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",69287.5
1969,9,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,8500
1969,10,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",152086.206896552
1969,10,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",52916.6666666667
1969,10,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,20300
1969,11,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",124723.684210526
1969,11,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",55993.3333333333
1969,11,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,91000
1969,12,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",94369.0476190476
1969,12,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",106758.823529412
1969,12,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,189800
1970,1,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",47903.3333333333
1970,1,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",86017.6470588235
1970,1,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,30300
1970,2,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",52590.9090909091
1970,2,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",58652.9411764706
1970,2,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,37400
1970,3,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",70345.8333333333
1970,3,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",72826.6666666667
1970,3,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,28200
1970,3,"LL","TWN","HOOKS",3,"RNRI","Atlantic, Southeast","Atlantic","47",195099
1970,4,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",75062.0689655172
1970,4,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",63417.6470588235
1970,4,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,5500
1970,5,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",85690.9090909091
1970,5,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",60000
1970,5,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,8550
1970,6,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",54187.8787878788
1970,6,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",135740
1970,6,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,17000
1970,7,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",57321.4285714286
1970,7,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",177357.142857143
1970,7,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,11000
1970,8,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",206300
1970,8,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",71038.8888888889
1970,8,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,37500
1970,9,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",203800
1970,9,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",72925
1970,9,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,85950
1970,10,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",120276.923076923
1970,10,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",60520
1970,10,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,77850
1970,11,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",47665.2173913043
1970,11,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",112150
1970,11,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,167000
1970,12,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",76562.5
1970,12,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",118782.142857143
1970,12,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,16000
1971,1,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",77531.5789473684
1971,1,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",89886.2068965517
1971,2,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",58805.2631578947
1971,2,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",93564.2857142857
1971,2,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,30500
1971,3,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",39892.3076923077
1971,3,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",79093.1034482759
1971,3,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,63866.6666666667
1971,4,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",67808.6956521739
1971,4,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",126300
1971,4,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,48775
1971,5,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",80652
1971,5,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",123540.909090909
1971,5,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,19500
1971,6,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",166745.454545455
1971,6,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",161750
1971,6,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,59300
1971,7,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",75862.5
1971,7,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",268170
1971,8,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",150603.846153846
1971,8,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",24066.6666666667
1971,8,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,22700
1971,9,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",112819.35483871
1971,9,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",48700
1971,10,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",91015.625
1971,10,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",24550
1971,11,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",134009.523809524
1971,11,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",38160
1971,11,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,27500
1971,12,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",166971.428571429
1971,12,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",45461.5384615385
1972,1,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",105311.538461538
1972,1,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",30164.7058823529
1972,2,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,11250
1972,2,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",87489.2857142857
1972,2,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",39073.6842105263
1972,3,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",82848.1481481481
1972,3,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",57516.6666666667
1972,3,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,77650
1972,4,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",43641.935483871
1972,4,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",62553.5714285714
1972,4,"LL","TWN","HOOKS",3,"LO",NA,NA,NA,32250
1972,5,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Western","Indian","51",56039.2857142857
1972,5,"LL","TWN","HOOKS",3,"LO","Indian Ocean, Eastern","Indian","57",103552.941176471
