"GLOBAL","YEAR","SPECIES","QUANTITY"
"GLOBAL",2002-01-01,"SOK",1
"GLOBAL",2002-01-01,"SOL",40838
"GLOBAL",2002-01-01,"SOM",8127
"GLOBAL",2002-01-01,"SON",3
"GLOBAL",2002-01-01,"SOP",17276
"GLOBAL",2002-01-01,"SOR",2
"GLOBAL",2002-01-01,"SOS",339
"GLOBAL",2002-01-01,"SOT",2
"GLOBAL",2002-01-01,"SOW",644
"GLOBAL",2002-01-01,"SOX",3253
"GLOBAL",2002-01-01,"SOY",0
"GLOBAL",2002-01-01,"SPA",248
"GLOBAL",2002-01-01,"SPF",78
"GLOBAL",2002-01-01,"SPG",54
"GLOBAL",2002-01-01,"SPH",1133
"GLOBAL",2002-01-01,"SPI",33808
"GLOBAL",2002-01-01,"SPJ",20
"GLOBAL",2002-01-01,"SPK",0
"GLOBAL",2002-01-01,"SPL",798
"GLOBAL",2002-01-01,"SPO",229.3
"GLOBAL",2002-01-01,"SPP",5
"GLOBAL",2002-01-01,"SPR",621821
"GLOBAL",2002-01-01,"SPS",1661
"GLOBAL",2002-01-01,"SPT",2492
"GLOBAL",2002-01-01,"SPU",832
"GLOBAL",2002-01-01,"SPW",6
"GLOBAL",2002-01-01,"SPX",0
"GLOBAL",2002-01-01,"SPY",2946
"GLOBAL",2002-01-01,"SPZ",40
"GLOBAL",2002-01-01,"SQA",540414
"GLOBAL",2002-01-01,"SQC",218551
"GLOBAL",2002-01-01,"SQE",3163
"GLOBAL",2002-01-01,"SQF",140
"GLOBAL",2002-01-01,"SQI",3044
"GLOBAL",2002-01-01,"SQJ",504438
"GLOBAL",2002-01-01,"SQL",16564
"GLOBAL",2002-01-01,"SQM",2559
"GLOBAL",2002-01-01,"SQO",72876
"GLOBAL",2002-01-01,"SQP",36411
"GLOBAL",2002-01-01,"SQR",5
"GLOBAL",2002-01-01,"SQS",2
"GLOBAL",2002-01-01,"SQU",331303
"GLOBAL",2002-01-01,"SQY",3134
"GLOBAL",2002-01-01,"SRA",6119
"GLOBAL",2002-01-01,"SRE",152
"GLOBAL",2002-01-01,"SRG",7037
"GLOBAL",2002-01-01,"SRH",1033
"GLOBAL",2002-01-01,"SRP",992
"GLOBAL",2002-01-01,"SRR",24
"GLOBAL",2002-01-01,"SRX",189951
"GLOBAL",2002-01-01,"SSA",149
"GLOBAL",2002-01-01,"SSB",4291
"GLOBAL",2002-01-01,"SSD",22
"GLOBAL",2002-01-01,"SSE",1217
"GLOBAL",2002-01-01,"SSG",78
"GLOBAL",2002-01-01,"SSH",20
"GLOBAL",2002-01-01,"SSI",5
"GLOBAL",2002-01-01,"SSL",185
"GLOBAL",2002-01-01,"SSM",7861
"GLOBAL",2002-01-01,"SSO",12894
"GLOBAL",2002-01-01,"SSP",747
"GLOBAL",2002-01-01,"SSR",0
"GLOBAL",2002-01-01,"SST",1983
"GLOBAL",2002-01-01,"SSX",1025
"GLOBAL",2002-01-01,"STB",2879
"GLOBAL",2002-01-01,"STC",3446
"GLOBAL",2002-01-01,"STF",39
"GLOBAL",2002-01-01,"STG",2165
"GLOBAL",2002-01-01,"STH",0
"GLOBAL",2002-01-01,"STI",10
"GLOBAL",2002-01-01,"STL",0
"GLOBAL",2002-01-01,"STO",273152
"GLOBAL",2002-01-01,"STS",35
"GLOBAL",2002-01-01,"STT",6
"GLOBAL",2002-01-01,"STU",1050
"GLOBAL",2002-01-01,"STV",7021
"GLOBAL",2002-01-01,"STW",4
"GLOBAL",2002-01-01,"STZ",3272
"GLOBAL",2002-01-01,"SUC",499
"GLOBAL",2002-01-01,"SUG",3189
"GLOBAL",2002-01-01,"SUR",9734
"GLOBAL",2002-01-01,"SUS",0
"GLOBAL",2002-01-01,"SVC",6247
"GLOBAL",2002-01-01,"SVE",41035
"GLOBAL",2002-01-01,"SVF",11
"GLOBAL",2002-01-01,"SVX",2286
"GLOBAL",2002-01-01,"SWA",1546
"GLOBAL",2002-01-01,"SWB",284048
"GLOBAL",2002-01-01,"SWF",6122
"GLOBAL",2002-01-01,"SWG",25456
"GLOBAL",2002-01-01,"SWH",9
"GLOBAL",2002-01-01,"SWO",107475
"GLOBAL",2002-01-01,"SWR",105293
"GLOBAL",2002-01-01,"SWU",162
"GLOBAL",2002-01-01,"SWX",6186
"GLOBAL",2002-01-01,"SXX",1005
"GLOBAL",2002-01-01,"SYC",6479
"GLOBAL",2002-01-01,"SYN",0
"GLOBAL",2002-01-01,"SYR",0
"GLOBAL",2002-01-01,"SYT",207
"GLOBAL",2002-01-01,"SYX",139
"GLOBAL",2002-01-01,"SZH",107
"GLOBAL",2002-01-01,"SZM",886
"GLOBAL",2002-01-01,"SZU",0
"GLOBAL",2002-01-01,"TAI",1588
"GLOBAL",2002-01-01,"TAK",6149
"GLOBAL",2002-01-01,"TAR",1569
"GLOBAL",2002-01-01,"TAU",159
"GLOBAL",2002-01-01,"TBR",0
"GLOBAL",2002-01-01,"TCL",5360
"GLOBAL",2002-01-01,"TDQ",0
"GLOBAL",2002-01-01,"TEJ",2
"GLOBAL",2002-01-01,"TEU",0
"GLOBAL",2002-01-01,"TEZ",0
"GLOBAL",2002-01-01,"TFD",87
"GLOBAL",2002-01-01,"TFQ",28
"GLOBAL",2002-01-01,"TGA",16139
"GLOBAL",2002-01-01,"TGS",4220
"GLOBAL",2002-01-01,"THA",7822
"GLOBAL",2002-01-01,"THB",532695
"GLOBAL",2002-01-01,"THD",5167
"GLOBAL",2002-01-01,"THF",52614
"GLOBAL",2002-01-01,"THG",2995
"GLOBAL",2002-01-01,"THP",69801
"GLOBAL",2002-01-01,"THQ",2378
"GLOBAL",2002-01-01,"THR",2374
"GLOBAL",2002-01-01,"THS",488
"GLOBAL",2002-01-01,"TIC",0
"GLOBAL",2002-01-01,"TIG",21
"GLOBAL",2002-01-01,"TIL",1299
"GLOBAL",2002-01-01,"TIP",9434
"GLOBAL",2002-01-01,"TIS",11305
"GLOBAL",2002-01-01,"TIT",561
"GLOBAL",2002-01-01,"TIX",0
"GLOBAL",2002-01-01,"TLM",20034
"GLOBAL",2002-01-01,"TLN",243271
"GLOBAL",2002-01-01,"TLP",329404
"GLOBAL",2002-01-01,"TLV",211
"GLOBAL",2002-01-01,"TNF",10
"GLOBAL",2002-01-01,"TOA",1354
"GLOBAL",2002-01-01,"TOE",68
"GLOBAL",2002-01-01,"TOL",3413
"GLOBAL",2002-01-01,"TOM",1
"GLOBAL",2002-01-01,"TOP",41669
"GLOBAL",2002-01-01,"TOS",16697
"GLOBAL",2002-01-01,"TOX",37386
"GLOBAL",2002-01-01,"TOZ",0
"GLOBAL",2002-01-01,"TPA",16
"GLOBAL",2002-01-01,"TPG",7
"GLOBAL",2002-01-01,"TPS",311
"GLOBAL",2002-01-01,"TPT",0
"GLOBAL",2002-01-01,"TPU",3454
"GLOBAL",2002-01-01,"TQB",0
"GLOBAL",2002-01-01,"TQZ",11
"GLOBAL",2002-01-01,"TRA",0
"GLOBAL",2002-01-01,"TRC",14
"GLOBAL",2002-01-01,"TRE",132377
"GLOBAL",2002-01-01,"TRF",7373
"GLOBAL",2002-01-01,"TRG",175
"GLOBAL",2002-01-01,"TRH",0
"GLOBAL",2002-01-01,"TRI",16262
"GLOBAL",2002-01-01,"TRL",0
"GLOBAL",2002-01-01,"TRO",1615
"GLOBAL",2002-01-01,"TRP",64
"GLOBAL",2002-01-01,"TRQ",0
"GLOBAL",2002-01-01,"TRR",4389
"GLOBAL",2002-01-01,"TRS",4468
"GLOBAL",2002-01-01,"TRT",0
"GLOBAL",2002-01-01,"TRU",571
"GLOBAL",2002-01-01,"TRV",203355
"GLOBAL",2002-01-01,"TRY",195519
"GLOBAL",2002-01-01,"TRZ",3763
"GLOBAL",2002-01-01,"TSD",27
"GLOBAL",2002-01-01,"TSH",1024.961
"GLOBAL",2002-01-01,"TSQ",63096
"GLOBAL",2002-01-01,"TSU",0
"GLOBAL",2002-01-01,"TSW",0
"GLOBAL",2002-01-01,"TTE",0
"GLOBAL",2002-01-01,"TTH",17
"GLOBAL",2002-01-01,"TTL",8
"GLOBAL",2002-01-01,"TTS",0
"GLOBAL",2002-01-01,"TTX",977
"GLOBAL",2002-01-01,"TUC",19
"GLOBAL",2002-01-01,"TUG",15
"GLOBAL",2002-01-01,"TUK",91
"GLOBAL",2002-01-01,"TUL",424
"GLOBAL",2002-01-01,"TUM",26
"GLOBAL",2002-01-01,"TUR",6873
"GLOBAL",2002-01-01,"TUW",2162
"GLOBAL",2002-01-01,"TUX",52509
"GLOBAL",2002-01-01,"TVM",835
"GLOBAL",2002-01-01,"TWG",271
"GLOBAL",2002-01-01,"TZG",0
"GLOBAL",2002-01-01,"TZY",0
"GLOBAL",2002-01-01,"UBA",0
"GLOBAL",2002-01-01,"UBP",0
"GLOBAL",2002-01-01,"UCA",992
"GLOBAL",2002-01-01,"UCB",486
"GLOBAL",2002-01-01,"UCH",62411
"GLOBAL",2002-01-01,"UCI",500
"GLOBAL",2002-01-01,"UDP",3179
"GLOBAL",2002-01-01,"UDQ",0
"GLOBAL",2002-01-01,"UHB",0
"GLOBAL",2002-01-01,"UHL",10899
"GLOBAL",2002-01-01,"ULM",154
"GLOBAL",2002-01-01,"ULO",3045
"GLOBAL",2002-01-01,"ULP",927
"GLOBAL",2002-01-01,"ULT",0
"GLOBAL",2002-01-01,"UNC",2282
"GLOBAL",2002-01-01,"UNI",0
"GLOBAL",2002-01-01,"UOP",4
"GLOBAL",2002-01-01,"UPR",2238
"GLOBAL",2002-01-01,"URC",33754
"GLOBAL",2002-01-01,"URM",181
"GLOBAL",2002-01-01,"URS",0
"GLOBAL",2002-01-01,"URW",0
"GLOBAL",2002-01-01,"URX",0
"GLOBAL",2002-01-01,"USB",2
"GLOBAL",2002-01-01,"USK",27252
"GLOBAL",2002-01-01,"USW",48
"GLOBAL",2002-01-01,"USY",62
"GLOBAL",2002-01-01,"UUC",104
"GLOBAL",2002-01-01,"UVP",99
"GLOBAL",2002-01-01,"VAD",585
"GLOBAL",2002-01-01,"VAQ",1
"GLOBAL",2002-01-01,"VEP",121375
"GLOBAL",2002-01-01,"VET",9702614
"GLOBAL",2002-01-01,"VEV",0
"GLOBAL",2002-01-01,"VIV",324
"GLOBAL",2002-01-01,"VLO",210
"GLOBAL",2002-01-01,"VMA",227241
"GLOBAL",2002-01-01,"VMH",1537
"GLOBAL",2002-01-01,"VRL",376
"GLOBAL",2002-01-01,"WAH",3093
"GLOBAL",2002-01-01,"WAL",1700
"GLOBAL",2002-01-01,"WEC",0
"GLOBAL",2002-01-01,"WEG",1040
"GLOBAL",2002-01-01,"WEM",0
"GLOBAL",2002-01-01,"WEP",3388
"GLOBAL",2002-01-01,"WEW",192
"GLOBAL",2002-01-01,"WEX",1634
"GLOBAL",2002-01-01,"WGR",158
"GLOBAL",2002-01-01,"WHA",1612
"GLOBAL",2002-01-01,"WHB",1572594
"GLOBAL",2002-01-01,"WHE",29096
"GLOBAL",2002-01-01,"WHF",15656
"GLOBAL",2002-01-01,"WHG",53318
"GLOBAL",2002-01-01,"WHL",12862
"GLOBAL",2002-01-01,"WHM",781
"GLOBAL",2002-01-01,"WHS",33308
"GLOBAL",2002-01-01,"WHX",5101
"GLOBAL",2002-01-01,"WIC",0
"GLOBAL",2002-01-01,"WIT",19459
"GLOBAL",2002-01-01,"WJT",0
"GLOBAL",2002-01-01,"WKK",6318
"GLOBAL",2002-01-01,"WKO",0
"GLOBAL",2002-01-01,"WKP",3479
"GLOBAL",2002-01-01,"WKQ",0
"GLOBAL",2002-01-01,"WKS",8958
"GLOBAL",2002-01-01,"WKX",25423
"GLOBAL",2002-01-01,"WOR",575
"GLOBAL",2002-01-01,"WRA",11844
"GLOBAL",2002-01-01,"WRF",729
"GLOBAL",2002-01-01,"WRO",442
"GLOBAL",2002-01-01,"WRR",64450
"GLOBAL",2002-01-01,"WSH",0
"GLOBAL",2002-01-01,"WSM",0
"GLOBAL",2002-01-01,"WSN",107
"GLOBAL",2002-01-01,"WST",4512
"GLOBAL",2002-01-01,"WUB",3
"GLOBAL",2002-01-01,"WWP",561
"GLOBAL",2002-01-01,"XPO",328670
"GLOBAL",2002-01-01,"XYN",0
"GLOBAL",2002-01-01,"YEL",18872
"GLOBAL",2002-01-01,"YES",63625
"GLOBAL",2002-01-01,"YFH",55
"GLOBAL",2002-01-01,"YFL",13816
"GLOBAL",2002-01-01,"YFM",0
"GLOBAL",2002-01-01,"YFQ",0
"GLOBAL",2002-01-01,"YFT",1381304
"GLOBAL",2002-01-01,"YFU",0
"GLOBAL",2002-01-01,"YGC",17249
"GLOBAL",2002-01-01,"YII",215
"GLOBAL",2002-01-01,"YLA",0
"GLOBAL",2002-01-01,"YLL",59
"GLOBAL",2002-01-01,"YNA",27559
"GLOBAL",2002-01-01,"YNE",974
"GLOBAL",2002-01-01,"YNJ",1764
"GLOBAL",2002-01-01,"YNR",65
"GLOBAL",2002-01-01,"YNV",460
"GLOBAL",2002-01-01,"YPS",275
"GLOBAL",2002-01-01,"YQT",36
"GLOBAL",2002-01-01,"YRB",71
"GLOBAL",2002-01-01,"YRG",39
"GLOBAL",2002-01-01,"YRO",1205
"GLOBAL",2002-01-01,"YRS",160
"GLOBAL",2002-01-01,"YSE",187
"GLOBAL",2002-01-01,"YSF",433
"GLOBAL",2002-01-01,"YSO",0
"GLOBAL",2002-01-01,"YTC",473
"GLOBAL",2002-01-01,"YTL",60
"GLOBAL",2002-01-01,"YTT",0
"GLOBAL",2002-01-01,"YUU",0
"GLOBAL",2002-01-01,"YWF",548
"GLOBAL",2002-01-01,"ZAP",1037
"GLOBAL",2002-01-01,"ZCA",24
"GLOBAL",2002-01-01,"ZCN",50
"GLOBAL",2002-01-01,"ZCP",1521
"GLOBAL",2002-01-01,"ZCT",879
"GLOBAL",2002-01-01,"ZDF",1314
"GLOBAL",2002-01-01,"ZEX",81
"GLOBAL",2002-01-01,"ZNE",475
"GLOBAL",2002-01-01,"ZOM",111
"GLOBAL",2002-01-01,"ZRN",867
"GLOBAL",2002-01-01,"ZSP",0
"GLOBAL",2002-01-01,"ZUZ",16607
"GLOBAL",2002-01-01,"ZYE",118
"GLOBAL",2002-01-01,"ZYP",51415
"GLOBAL",2003-01-01,"AAB",3049
"GLOBAL",2003-01-01,"AAC",95
"GLOBAL",2003-01-01,"AAM",3
"GLOBAL",2003-01-01,"AAN",1
"GLOBAL",2003-01-01,"AAS",0
"GLOBAL",2003-01-01,"ABG",2182
"GLOBAL",2003-01-01,"ABK",1070
"GLOBAL",2003-01-01,"ABP",406
"GLOBAL",2003-01-01,"ABR",276
"GLOBAL",2003-01-01,"ABS",65625
"GLOBAL",2003-01-01,"ABX",6622
"GLOBAL",2003-01-01,"ABZ",0
"GLOBAL",2003-01-01,"ACC",16
"GLOBAL",2003-01-01,"ACH",147
"GLOBAL",2003-01-01,"AES",925
"GLOBAL",2003-01-01,"AFQ",1488
"GLOBAL",2003-01-01,"AFT",0
"GLOBAL",2003-01-01,"AGM",355825
"GLOBAL",2003-01-01,"AGN",41
"GLOBAL",2003-01-01,"AGR",430
"GLOBAL",2003-01-01,"AHT",641
"GLOBAL",2003-01-01,"AIB",2225
"GLOBAL",2003-01-01,"AJW",34
"GLOBAL",2003-01-01,"AKR",1
"GLOBAL",2003-01-01,"AKS",542974
"GLOBAL",2003-01-01,"ALA",405
"GLOBAL",2003-01-01,"ALB",227527
"GLOBAL",2003-01-01,"ALC",9664
"GLOBAL",2003-01-01,"ALE",9497
"GLOBAL",2003-01-01,"ALF",14276
"GLOBAL",2003-01-01,"ALH",1
"GLOBAL",2003-01-01,"ALJ",5
"GLOBAL",2003-01-01,"ALK",2887962
"GLOBAL",2003-01-01,"ALL",0
"GLOBAL",2003-01-01,"ALP",0
"GLOBAL",2003-01-01,"ALR",3841
"GLOBAL",2003-01-01,"ALV",484
"GLOBAL",2003-01-01,"ALX",0
"GLOBAL",2003-01-01,"AMB",2519
"GLOBAL",2003-01-01,"AMS",3068
"GLOBAL",2003-01-01,"AMX",68010
"GLOBAL",2003-01-01,"ANA",28570
"GLOBAL",2003-01-01,"ANC",260525
"GLOBAL",2003-01-01,"ANE",620194
"GLOBAL",2003-01-01,"ANF",10486
"GLOBAL",2003-01-01,"ANG",30741
"GLOBAL",2003-01-01,"ANI",4338
"GLOBAL",2003-01-01,"ANK",17
"GLOBAL",2003-01-01,"ANN",263
"GLOBAL",2003-01-01,"ANS",0
"GLOBAL",2003-01-01,"ANT",18
"GLOBAL",2003-01-01,"ANW",12
"GLOBAL",2003-01-01,"ANX",271259
"GLOBAL",2003-01-01,"AOM",0
"GLOBAL",2003-01-01,"APE",177
"GLOBAL",2003-01-01,"APG",196
"GLOBAL",2003-01-01,"APH",0
"GLOBAL",2003-01-01,"APL",266882
"GLOBAL",2003-01-01,"APN",165
"GLOBAL",2003-01-01,"APO",1253
"GLOBAL",2003-01-01,"APR",16
"GLOBAL",2003-01-01,"APS",8377
"GLOBAL",2003-01-01,"AQZ",0
"GLOBAL",2003-01-01,"ARA",2273
"GLOBAL",2003-01-01,"ARF",19604
"GLOBAL",2003-01-01,"ARG",19206
"GLOBAL",2003-01-01,"ARI",2409
"GLOBAL",2003-01-01,"ARK",51493
"GLOBAL",2003-01-01,"ARP",636
"GLOBAL",2003-01-01,"ARQ",110
"GLOBAL",2003-01-01,"ARS",37
"GLOBAL",2003-01-01,"ARU",2611
"GLOBAL",2003-01-01,"ARV",1721
"GLOBAL",2003-01-01,"ARY",0
"GLOBAL",2003-01-01,"ASA",8504
"GLOBAL",2003-01-01,"ASD",91
"GLOBAL",2003-01-01,"ASH",414
"GLOBAL",2003-01-01,"ASK",211
"GLOBAL",2003-01-01,"ASN",92685
"GLOBAL",2003-01-01,"ASP",72
"GLOBAL",2003-01-01,"AST",186
"GLOBAL",2003-01-01,"ASU",1262
"GLOBAL",2003-01-01,"ASX",2
"GLOBAL",2003-01-01,"ATB",1013
"GLOBAL",2003-01-01,"ATK",234859
"GLOBAL",2003-01-01,"ATX",0
"GLOBAL",2003-01-01,"AUP",0
"GLOBAL",2003-01-01,"AUX",574
"GLOBAL",2003-01-01,"AVA",500
"GLOBAL",2003-01-01,"AVB",115
"GLOBAL",2003-01-01,"AVQ",56
"GLOBAL",2003-01-01,"AVR",64
"GLOBAL",2003-01-01,"AWE",491
"GLOBAL",2003-01-01,"AWT",14215
"GLOBAL",2003-01-01,"AXF",461
"GLOBAL",2003-01-01,"AYA",35
"GLOBAL",2003-01-01,"AYS",6235
"GLOBAL",2003-01-01,"AYW",0
"GLOBAL",2003-01-01,"BAC",35
"GLOBAL",2003-01-01,"BAF",4
"GLOBAL",2003-01-01,"BAH",8247
"GLOBAL",2003-01-01,"BAJ",11700
"GLOBAL",2003-01-01,"BAL",2259
"GLOBAL",2003-01-01,"BAM",0
"GLOBAL",2003-01-01,"BAP",1820
"GLOBAL",2003-01-01,"BAR",89345
"GLOBAL",2003-01-01,"BAT",3303
"GLOBAL",2003-01-01,"BAU",0
"GLOBAL",2003-01-01,"BAX",8881
"GLOBAL",2003-01-01,"BAY",239
"GLOBAL",2003-01-01,"BBF",0
"GLOBAL",2003-01-01,"BBH",9
"GLOBAL",2003-01-01,"BBM",0
"GLOBAL",2003-01-01,"BBW",0
"GLOBAL",2003-01-01,"BBZ",1
"GLOBAL",2003-01-01,"BCL",1299
"GLOBAL",2003-01-01,"BCW",0
"GLOBAL",2003-01-01,"BDM",3436
"GLOBAL",2003-01-01,"BEA",24
"GLOBAL",2003-01-01,"BEG",182
"GLOBAL",2003-01-01,"BEH",121
"GLOBAL",2003-01-01,"BEL",760
"GLOBAL",2003-01-01,"BEN",670
"GLOBAL",2003-01-01,"BEP",2363
"GLOBAL",2003-01-01,"BET",443145
"GLOBAL",2003-01-01,"BEW",63
"GLOBAL",2003-01-01,"BFS",9095
"GLOBAL",2003-01-01,"BFT",33010
"GLOBAL",2003-01-01,"BFU",0
"GLOBAL",2003-01-01,"BGJ",16437
"GLOBAL",2003-01-01,"BGR",12
"GLOBAL",2003-01-01,"BGW",0
"GLOBAL",2003-01-01,"BHD",1
"GLOBAL",2003-01-01,"BHQ",10
"GLOBAL",2003-01-01,"BHY",14
"GLOBAL",2003-01-01,"BIB",17304
"GLOBAL",2003-01-01,"BIC",1172
"GLOBAL",2003-01-01,"BIG",118384
"GLOBAL",2003-01-01,"BIL",11470
"GLOBAL",2003-01-01,"BIP",1565
"GLOBAL",2003-01-01,"BIR",2256
"GLOBAL",2003-01-01,"BIS",151376
"GLOBAL",2003-01-01,"BJW",2
"GLOBAL",2003-01-01,"BKC",30
"GLOBAL",2003-01-01,"BKJ",62
"GLOBAL",2003-01-01,"BLB",4507
"GLOBAL",2003-01-01,"BLC",50756
"GLOBAL",2003-01-01,"BLE",0
"GLOBAL",2003-01-01,"BLF",1586
"GLOBAL",2003-01-01,"BLI",11173
"GLOBAL",2003-01-01,"BLL",2953
"GLOBAL",2003-01-01,"BLM",12248
"GLOBAL",2003-01-01,"BLP",241
"GLOBAL",2003-01-01,"BLS",137
"GLOBAL",2003-01-01,"BLU",37361
"GLOBAL",2003-01-01,"BLV",0
"GLOBAL",2003-01-01,"BLW",0
"GLOBAL",2003-01-01,"BMK",161
"GLOBAL",2003-01-01,"BMU",1
"GLOBAL",2003-01-01,"BMY",43
"GLOBAL",2003-01-01,"BNF",0
"GLOBAL",2003-01-01,"BNO",10
"GLOBAL",2003-01-01,"BOA",191644
"GLOBAL",2003-01-01,"BOB",46323
"GLOBAL",2003-01-01,"BOC",460
"GLOBAL",2003-01-01,"BOE",4455
"GLOBAL",2003-01-01,"BOF",397
"GLOBAL",2003-01-01,"BOG",29094
"GLOBAL",2003-01-01,"BON",20098
"GLOBAL",2003-01-01,"BOP",744
"GLOBAL",2003-01-01,"BOR",0
"GLOBAL",2003-01-01,"BOS",5634
"GLOBAL",2003-01-01,"BOT",150
"GLOBAL",2003-01-01,"BOW",0
"GLOBAL",2003-01-01,"BPI",629
"GLOBAL",2003-01-01,"BPT",19698
"GLOBAL",2003-01-01,"BRB",6180
"GLOBAL",2003-01-01,"BRD",1330
"GLOBAL",2003-01-01,"BRF",3752
"GLOBAL",2003-01-01,"BRG",177
"GLOBAL",2003-01-01,"BRO",27
"GLOBAL",2003-01-01,"BRP",0
"GLOBAL",2003-01-01,"BRS",8510
"GLOBAL",2003-01-01,"BRT",0
"GLOBAL",2003-01-01,"BRU",2647
"GLOBAL",2003-01-01,"BRW",52
"GLOBAL",2003-01-01,"BRZ",213
"GLOBAL",2003-01-01,"BSB",1737
"GLOBAL",2003-01-01,"BSC",0
"GLOBAL",2003-01-01,"BSE",3255
"GLOBAL",2003-01-01,"BSF",11880
"GLOBAL",2003-01-01,"BSH",48437
"GLOBAL",2003-01-01,"BSK",314
"GLOBAL",2003-01-01,"BSP",8504
"GLOBAL",2003-01-01,"BSR",25266
"GLOBAL",2003-01-01,"BSS",11826
"GLOBAL",2003-01-01,"BSX",69373
"GLOBAL",2003-01-01,"BSZ",4032
"GLOBAL",2003-01-01,"BTG",1281
"GLOBAL",2003-01-01,"BTH",117
"GLOBAL",2003-01-01,"BTS",210
"GLOBAL",2003-01-01,"BUA",17483
"GLOBAL",2003-01-01,"BUC",149353
"GLOBAL",2003-01-01,"BUD",5
"GLOBAL",2003-01-01,"BUF",1687
"GLOBAL",2003-01-01,"BUK",17
"GLOBAL",2003-01-01,"BUM",37313
"GLOBAL",2003-01-01,"BUP",9457
"GLOBAL",2003-01-01,"BUR",2245
"GLOBAL",2003-01-01,"BUT",0
"GLOBAL",2003-01-01,"BUX",48033
"GLOBAL",2003-01-01,"BVG",0
"GLOBAL",2003-01-01,"BWA",3073
"GLOBAL",2003-01-01,"BWD",0
"GLOBAL",2003-01-01,"BXD",74
"GLOBAL",2003-01-01,"BXF",216
"GLOBAL",2003-01-01,"BYE",0
"GLOBAL",2003-01-01,"BYR",2
"GLOBAL",2003-01-01,"BYS",277
"GLOBAL",2003-01-01,"CAA",18259
"GLOBAL",2003-01-01,"CAB",2674
"GLOBAL",2003-01-01,"CAE",2201
"GLOBAL",2003-01-01,"CAF",5939
"GLOBAL",2003-01-01,"CAG",13433
"GLOBAL",2003-01-01,"CAH",0
"GLOBAL",2003-01-01,"CAI",607479
"GLOBAL",2003-01-01,"CAN",12876
"GLOBAL",2003-01-01,"CAP",1143971
"GLOBAL",2003-01-01,"CAS",4392
"GLOBAL",2003-01-01,"CAT",15318
"GLOBAL",2003-01-01,"CAX",327193
"GLOBAL",2003-01-01,"CBA",9748
"GLOBAL",2003-01-01,"CBC",24
"GLOBAL",2003-01-01,"CBD",3
"GLOBAL",2003-01-01,"CBM",30
"GLOBAL",2003-01-01,"CBR",42
"GLOBAL",2003-01-01,"CBT",0
"GLOBAL",2003-01-01,"CCB",0
"GLOBAL",2003-01-01,"CCE",44
"GLOBAL",2003-01-01,"CCL",970
"GLOBAL",2003-01-01,"CCN",44
"GLOBAL",2003-01-01,"CCO",85
"GLOBAL",2003-01-01,"CCP",890
"GLOBAL",2003-01-01,"CCT",3
"GLOBAL",2003-01-01,"CDA",0
"GLOBAL",2003-01-01,"CDE",0
"GLOBAL",2003-01-01,"CDL",3282
"GLOBAL",2003-01-01,"CDP",27438
"GLOBAL",2003-01-01,"CDS",88990
"GLOBAL",2003-01-01,"CDX",778038
"GLOBAL",2003-01-01,"CEC",963
"GLOBAL",2003-01-01,"CEL",17.029
"GLOBAL",2003-01-01,"CEN",1055
"GLOBAL",2003-01-01,"CEO",2
"GLOBAL",2003-01-01,"CEP",333113
"GLOBAL",2003-01-01,"CER",29
"GLOBAL",2003-01-01,"CES",0
"GLOBAL",2003-01-01,"CET",2866
"GLOBAL",2003-01-01,"CEW",0
"GLOBAL",2003-01-01,"CEX",512
"GLOBAL",2003-01-01,"CFB",53
"GLOBAL",2003-01-01,"CFF",11
"GLOBAL",2003-01-01,"CFH",149
"GLOBAL",2003-01-01,"CFI",203
"GLOBAL",2003-01-01,"CFJ",97
"GLOBAL",2003-01-01,"CFL",8
"GLOBAL",2003-01-01,"CFN",0
"GLOBAL",2003-01-01,"CGE",3254
"GLOBAL",2003-01-01,"CGO",4494
"GLOBAL",2003-01-01,"CGX",225058
"GLOBAL",2003-01-01,"CHA",82368
"GLOBAL",2003-01-01,"CHB",1146
"GLOBAL",2003-01-01,"CHC",126
"GLOBAL",2003-01-01,"CHE",1944
"GLOBAL",2003-01-01,"CHG",5048
"GLOBAL",2003-01-01,"CHI",14905
"GLOBAL",2003-01-01,"CHJ",2530
"GLOBAL",2003-01-01,"CHL",333
"GLOBAL",2003-01-01,"CHM",524
"GLOBAL",2003-01-01,"CHO",7616
"GLOBAL",2003-01-01,"CHP",20037
"GLOBAL",2003-01-01,"CHR",469
"GLOBAL",2003-01-01,"CHS",3590
"GLOBAL",2003-01-01,"CHU",358791
"GLOBAL",2003-01-01,"CHW",0
"GLOBAL",2003-01-01,"CIL",53
"GLOBAL",2003-01-01,"CIM",8620
"GLOBAL",2003-01-01,"CIS",710
"GLOBAL",2003-01-01,"CIT",366
"GLOBAL",2003-01-01,"CIV",10754
"GLOBAL",2003-01-01,"CIX",66378
"GLOBAL",2003-01-01,"CJF",1
"GLOBAL",2003-01-01,"CJM",1797415
"GLOBAL",2003-01-01,"CJW",0
"GLOBAL",2003-01-01,"CJX",54727
"GLOBAL",2003-01-01,"CKA",12973
"GLOBAL",2003-01-01,"CKI",304048
"GLOBAL",2003-01-01,"CKL",1423
"GLOBAL",2003-01-01,"CKM",85773
"GLOBAL",2003-01-01,"CKQ",0
"GLOBAL",2003-01-01,"CKW",47737
"GLOBAL",2003-01-01,"CKY",15166
"GLOBAL",2003-01-01,"CKZ",17
